id,technology,status_code,status_ar,phase,priority,dependencies,owner_role,shared_track,evidence_refs,evidence_paths,gap_or_extension,acceptance_test,integration_snapshot,primary_package,package_anchor,execution_state
B026,Dynamic Analysis,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E09,E15",tools/celia-workspace-write-auth.mjs;tools/celia-workspace-commit-auth.mjs;tools/celia-workspace-commit-port.mjs;tools/celia-commit-consumption-store.mjs;tools/celia-workspace-port.mjs;tests/celia-workspace-commit-hardening.test.js;tests/celia-workspace-commit-persistence.test.js;docs/celia-workspace-commit-h1-persistence.ar.md;tests/security.test.js;tests/omega-security.test.js;tests/omega-invariants.test.js;tests/canonical.test.js;tests/google-attacks.test.js;tools/omega-attacks.mjs;tools/check-posture.mjs;package.json,اختبارات عملية موجودة؛ توحيد instrumentation داخل sandbox,trace وcoverage لمثال معيب وإعادة إنتاجه دون أثر المضيف,NOT_CONNECTED,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B027,Program Synthesis,D,ديمو/محاكاة,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,"E19,E27",packages/cells/celia/omega/src/formal-z3-verification.js;packages/cells/celia/ultimate/src/z3-verifier.js;packages/cells/celia/infinite/src/neural-symbolic-engine.js;packages/cells/celia/singularity/src/federated-noospheric.js;packages/cells/celia/singularity/src/synthetic-dreaming.js;packages/cells/celia/singularity/src/monadic-synthesis.js,قوالب ديمو ليست synthesis؛ specifications وبحث محدود,برنامج يحقق spec واختبارات مستقلة ضمن domain ضيق,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B028,Code Generation,P,جزئي أو أساس قريب,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,"E03,E16",packages/runtime/src/providers.js;tools/celia-grok-port.mjs;packages/compiler/src/analyzer.js;packages/compiler/index.js;tests/omega-compiler.test.js;tools/celia-ast-port.mjs,موصل اقتراحات موجود؛ يلزم model call فعلي وpatch schema,شفرة في staging فقط مع syntax/tests وصلاحية منفصلة للتطبيق,NOT_CONNECTED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B029,Code Repair,P,جزئي أو أساس قريب,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,"E05,E09,E11",packages/runtime/src/machine.js;packages/runtime/src/authority.js;packages/runtime/src/session.js;packages/runtime/src/healer.js;packages/runtime/src/breaker.js;tests/omega-runtime.test.js;tools/celia-workspace-write-auth.mjs;tools/celia-workspace-commit-auth.mjs;tools/celia-workspace-commit-port.mjs;tools/celia-commit-consumption-store.mjs;tools/celia-workspace-port.mjs;tests/celia-workspace-commit-hardening.test.js;tests/celia-workspace-commit-persistence.test.js;docs/celia-workspace-commit-h1-persistence.ar.md;packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,ML يرتب فقط؛ إضافة توليد patch والتحقق المستقل,إصلاح genuine RED دون تغيير اختبار القبول أو توسيع الصلاحية,BLOCKED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B030,Code Refactoring,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E16,packages/compiler/src/analyzer.js;packages/compiler/index.js;tests/omega-compiler.test.js;tools/celia-ast-port.mjs,patch port أولي؛ يلزم parser/transforms يحافظان على المعنى,اختبارات semantics وAPI وعدم تغيير سلوك غير مقصود,NOT_CONNECTED,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B031,Code Review Agent,P,جزئي أو أساس قريب,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,"E04,E16",packages/cells/celia/planner/src/grok.js;packages/cells/celia/executor/src/executor.js;packages/cells/celia/executor/src/tool-registry.js;packages/cells/celia/executor/src/adaptive-dag.js;tools/dag-executor.mjs;packages/compiler/src/analyzer.js;packages/compiler/index.js;tests/omega-compiler.test.js;tools/celia-ast-port.mjs,review mission موجودة؛ يلزم reviewer بإسناد وتقييم,اكتشاف عيوب مزروعة مع precision/recall ومعالجة false positives,NOT_CONNECTED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B032,Test Generation,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E04,packages/cells/celia/planner/src/grok.js;packages/cells/celia/executor/src/executor.js;packages/cells/celia/executor/src/tool-registry.js;packages/cells/celia/executor/src/adaptive-dag.js;tools/dag-executor.mjs,عقد test موجود؛ لا generator مثبت؛ أضف توليدًا معزولًا,الاختبار يفشل قبل الإصلاح وينجح بعده ولا يضعف الاختبارات السابقة,NOT_CONNECTED,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B033,Test Selection,N,غير ظاهر في نطاق الفحص,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E00,E16",packages/compiler/src/analyzer.js;packages/compiler/index.js;tests/omega-compiler.test.js;tools/celia-ast-port.mjs,اختيار سريع بحسب impact مع full regression gate إلزامي,عيب خارج الملفات المباشرة لا يفلت من فحص القبول النهائي,NOT_CONNECTED,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B034,Mutation Testing,N,غير ظاهر في نطاق الفحص,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E00,,أداة mutation فعلية لا تغيير شفرة عشوائي كديمو,نسبة قتل mutations ذات معنى مع استبعاد equivalent mutations موثق,NOT_CONNECTED,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B035,Fuzzing,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E15,tests/security.test.js;tests/omega-security.test.js;tests/omega-invariants.test.js;tests/canonical.test.js;tests/google-attacks.test.js;tools/omega-attacks.mjs;tools/check-posture.mjs;package.json,مدخلات عدائية موجودة؛ أضف corpus وcoverage-guided fuzz,crashes قابلة للتكرار وminimization وبذرة مسجلة,NOT_CONNECTED,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B036,Property-Based Testing,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E15,tests/security.test.js;tests/omega-security.test.js;tests/omega-invariants.test.js;tests/canonical.test.js;tests/google-attacks.test.js;tools/omega-attacks.mjs;tools/check-posture.mjs;package.json,invariants/vectors أساس؛ أضف generators وshrinking,اختبار roundtrip/attenuation/idempotency بمولدات محدودة,NOT_CONNECTED,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B037,Regression Detection,M,موجود محليًا محدود,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E06,E15",packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js;tests/security.test.js;tests/omega-security.test.js;tests/omega-invariants.test.js;tests/canonical.test.js;tests/google-attacks.test.js;tools/omega-attacks.mjs;tools/check-posture.mjs;package.json,إعادة استخدام compareRuns وverify مع corpus الإصلاحات,لا تغيير baseline أو إخفاء H2/H3 لكي يصبح التقرير أخضر,NOT_CONNECTED,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B038,Dependency Analysis,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E16,packages/compiler/src/analyzer.js;packages/compiler/index.js;tests/omega-compiler.test.js;tools/celia-ast-port.mjs,import checks أولية؛ يلزم graph للاعتماديات والإصدارات,كشف مسارات اعتماد ودورات وتأثر تغيير package,NOT_CONNECTED,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B039,Supply Chain Security,P,جزئي أو أساس قريب,R1,P0,R0,Security + Platform,بوابة تنفيذ وعزل وهوية موحدة,"E12,E15",packages/evolution/src/manifest.js;packages/evolution/src/gate.js;packages/evolution/src/registry.js;packages/cellular-evolution/index.js;tests/omega-evolution.test.js;tests/security.test.js;tests/omega-security.test.js;tests/omega-invariants.test.js;tests/canonical.test.js;tests/google-attacks.test.js;tools/omega-attacks.mjs;tools/check-posture.mjs;package.json,manifest signing أساس؛ توسيع السياسة للحزم والبناء والأدوات,حزمة أو أداة معدلة/غير مثبتة المصدر تُرفض قبل التنفيذ,NOT_CONNECTED,P04,nexa-execution-plan.ar.md#p04,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B040,SBOM Engine,N,غير ظاهر في نطاق الفحص,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E00,,توليد CycloneDX أو SPDX من graph فعلي مع licenses,قائمة قابلة لإعادة الإنتاج تشمل direct/transitive dependencies,NOT_CONNECTED,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B041,Vulnerability Scanner,N,غير ظاهر في نطاق الفحص,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E00,,دمج advisory database/scanner موثق لا اختراع CVEs,fixtures فيها ثغرة معروفة وإصلاحها وإدارة الاستثناءات وانتهاء صلاحيتها,NOT_CONNECTED,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B042,Secrets Vault,P,جزئي أو أساس قريب,R1,P0,R0,Security + Platform,بوابة تنفيذ وعزل وهوية موحدة,"E03,E14",packages/runtime/src/providers.js;tools/celia-grok-port.mjs;packages/cells/google/identity/src/verify.js;packages/cells/google/identity/src/bindings.js;packages/cells/google/gateway/src/approvals.js;packages/cells/google/gateway/src/limiter.js;packages/cells/google/gateway/src/vault.js;packages/cells/google/gateway/src/scan.js;packages/cells/google/gateway/src/classes.js;tests/google-gateway.test.js;tests/google-binding.test.js,vault handles موجودة؛ يلزم backend دائم وتدوير وسياسة وصول,material لا يخرج إلى agent/log ويُسحب الوصول بعد revoke,NOT_CONNECTED,P05,nexa-execution-plan.ar.md#p05,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B043,Key Management,P,جزئي أو أساس قريب,R1,P0,R0,Security + Platform,بوابة تنفيذ وعزل وهوية موحدة,"E01,E14",packages/identity/index.js;packages/crypto/index.js;packages/capability/index.js;packages/policy/src/rules.js;packages/protocol/index.js;packages/ast/index.js;tests/capability.test.js;tests/endpoint.test.js;tests/security.test.js;packages/cells/google/identity/src/verify.js;packages/cells/google/identity/src/bindings.js;packages/cells/google/gateway/src/approvals.js;packages/cells/google/gateway/src/limiter.js;packages/cells/google/gateway/src/vault.js;packages/cells/google/gateway/src/scan.js;packages/cells/google/gateway/src/classes.js;tests/google-gateway.test.js;tests/google-binding.test.js,مفاتيح وهوية محلية؛ يلزم lifecycle وbackup/rotation موثقان,اختبارات فقد/تدوير/سحب دون عودة grant مستهلكة,NOT_CONNECTED,P04,nexa-execution-plan.ar.md#p04,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B044,Identity Federation,P,جزئي أو أساس قريب,R1,P0,R0,Security + Platform,بوابة تنفيذ وعزل وهوية موحدة,E14,packages/cells/google/identity/src/verify.js;packages/cells/google/identity/src/bindings.js;packages/cells/google/gateway/src/approvals.js;packages/cells/google/gateway/src/limiter.js;packages/cells/google/gateway/src/vault.js;packages/cells/google/gateway/src/scan.js;packages/cells/google/gateway/src/classes.js;tests/google-gateway.test.js;tests/google-binding.test.js,Google verifier/bindings حقيقية محليًا؛ integration live غير مثبت,issuer/audience/nonce وربط owner صريح في بيئة اختبار معزولة,NOT_CONNECTED,P04,nexa-execution-plan.ar.md#p04,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B045,Attestation,P,جزئي أو أساس قريب,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,"E10,E12",packages/evidence/index.js;packages/runtime/src/ledger.js;packages/cells/celia/executor/src/event-sourcing.js;tests/evidence.test.js;packages/evolution/src/manifest.js;packages/evolution/src/gate.js;packages/evolution/src/registry.js;packages/cellular-evolution/index.js;tests/omega-evolution.test.js,توقيع manifest ليس runtime attestation؛ أضف قياس منصة موثوقة,fresh nonce وقياس binary/config ومصدر ثقة مستقل,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B046,Trusted Execution,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,حدد هل المطلوب sandbox أم TEE؛ لا تخلط المصطلحين,إثبات حدود الثقة وفشل القياس يمنع إتاحة الأسرار,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B047,Secure Enclave,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,شراء/تكامل عتاد أو خدمة تدعم enclave عند الحاجة,attestation وفصل مفاتيح واختبار platform فعلي لا mock,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B048,Confidential Computing,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,قرار threat model وplatform قبل الادعاء بحماية in-use,تشفير ومصادقة وattestation وحدود side channels موثقة,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B049,Differential Privacy,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,آلية DP حقيقية مع accountant وميزانية خصوصية,epsilon/delta وتركيب عبر الجولات مع قياس utility loss,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B050,Federated Learning,D,ديمو/محاكاة,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E27,packages/cells/celia/singularity/src/federated-noospheric.js;packages/cells/celia/singularity/src/synthetic-dreaming.js;packages/cells/celia/singularity/src/monadic-synthesis.js,المحرك يجمع مقتطفات نص لا FedAvg؛ يلزم تدريب موزع فعلي,تجميع تحديثات نماذج وعدم إرسال الخام وتهديد gradient leakage مقاس,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B051,Continual Learning,P,جزئي أو أساس قريب,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,"E06,E11",packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js;packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,retraining offline موجود؛ أضف replay/eval ضد النسيان,مهام قديمة لا تتدهور خارج الهامش مع تحسن الجديدة,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B052,Online Learning,N,غير ظاهر في نطاق الفحص,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,"E00,E11",packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,لا تحديث production لكل رسالة؛ shadow stream مع مراجعة labels,تحديث مرشح محدود وزر توقف؛ البيانات المسمومة لا تفعّل نموذجًا,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B053,Active Learning,N,غير ظاهر في نطاق الفحص,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,"E00,E11",packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,اختيار عينات مفيدة للتوسيم مع stratified coverage,تقليل تكلفة الوسم عند جودة ثابتة دون إهمال الحالات الخطرة,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B054,Reinforcement Learning,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,"E00,E11",packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,بيئة simulator ومكافأة قابلة للتدقيق قبل policy optimization,baseline وoffline evaluation واختبارات reward hacking وsafety constraints,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B055,RLHF,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,"E00,E11",packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,مراجعة binary الحالية ليست RLHF؛ يلزم preference data وreward/policy training,موافقة البيانات وتقييم مستقل لمنع تفضيل مظهر النجاح على صحته,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B056,RLAIF,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,وسوم AI لا تصبح ground truth؛ مراجعة بشرية وعزل judge,مقارنة بتحكيم بشري وقياس تحيز/اتفاق لا self-approval,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B057,DPO,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,تدريب preference pairs على نموذج يمكن تعديل أوزانه,train/holdout وعينة بشرية مستقلة وفحص regression والسلامة,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B058,Self-Play,D,ديمو/محاكاة,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E27,packages/cells/celia/singularity/src/federated-noospheric.js;packages/cells/celia/singularity/src/synthetic-dreaming.js;packages/cells/celia/singularity/src/monadic-synthesis.js,dreaming العشوائي ليس self-play؛ بيئة ومنافسات قابلة للقياس,تحسن على خصوم ومهام خارج الحلقة لا على تقييم ذاتي دائري,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B059,Curriculum Learning,N,غير ظاهر في نطاق الفحص,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,"E00,E11",packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,ترتيب بيانات الصعوبة بقواعد قبل التجربة,مقارنة بترتيب عشوائي مع عدم حذف المهام الأصعب من التقييم,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B060,Meta-Learning,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,تجارب adaptation عبر مهام مستقلة إن بررت البيانات,تحسن few-task adaptation على عائلات مهام غير مستخدمة بالتدريب,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B061,Transfer Learning,N,غير ظاهر في نطاق الفحص,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,"E00,E11",packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,اختيار pretrained model وترخيصه وتجميد/تكييف محدد,أفضلية على training-from-scratch مع فحص negative transfer,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B062,Few-Shot Learning,P,جزئي أو أساس قريب,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,"E03,E07",packages/runtime/src/providers.js;tools/celia-grok-port.mjs;packages/runtime/src/memory.js;packages/cells/celia/memory/src/lifecycle.js;packages/cells/celia/memory/src/procedural-store.js;packages/cells/celia/memory/src/belief-engine.js;packages/cells/celia/memory/src/governed-engine.js;packages/cells/celia/memory/src/vector-store.js,قدرة provider محتملة؛ يلزم أمثلة معزولة ومقاسة,أمثلة train فقط ولا تسرب من مسألة holdout أو مستخدم آخر,NOT_CONNECTED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B063,Zero-Shot Learning,P,جزئي أو أساس قريب,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,E03,packages/runtime/src/providers.js;tools/celia-grok-port.mjs,قدرة تعتمد على النموذج وليست محركًا مستقلًا,قياس نجاح دون أمثلة للمهمة وعدم تعميم النتيجة لكل المجالات,NOT_CONNECTED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B064,Distillation,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,teacher/student وحقوق المخرجات وبيانات transfer معلنة,نموذج أصغر مع جودة/كلفة وسلامة مقارنة بمعلّم وbaseline,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B065,Quantization,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,اختيار صيغة ودعم runtime/عتاد بدل تعديل أسماء الدقة,قياس size/latency/accuracy واختبارات مهام حرجة بعد التحويل,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B066,Pruning,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,ضغط نموذج مملوك مع retraining حسب البنية,وفورات فعلية على العتاد لا sparsity نظرية فقط,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B067,LoRA,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,"E00,E11",packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,مذكورة مرجعيًا فقط؛ port تدريب منفصل وببيانات مرخصة,adapter checkpoint حقيقي مع eval مستقل ونسخة أساس مثبتة,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B068,Adapter Layers,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,إضافات داخل نموذج neural لا خلطها بـAPI adapters,تبديل adapter لا يخلط بيانات العملاء ويطابق baseline سلامة,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B069,Mixture-of-Agents,P,جزئي أو أساس قريب,R7,P2,R4;R5;R6-if-learned,Agent + Evaluation,مسارات ووكلاء ومحاكاة مقاسة,"E13,E24",packages/cell/src/lifecycle.js;packages/cell/src/health.js;packages/cell/src/homeostasis.js;packages/cell/src/membrane.js;packages/cell/src/tissue.js;packages/cell/src/organism.js;tests/cellular.test.js;packages/cells/celia/infinite/src/multiverse-engine.js;packages/cells/celia/infinite/src/swarm-pheromone.js;packages/cells/celia/dsl/src/consensus-dsl.js,بنية خلايا موجودة؛ تنسيق نماذج متخصصين وتحكيم محدود,قياس قيمة مضافة مقابل وكيل واحد بنفس الميزانية,NOT_CONNECTED,P16,nexa-execution-plan.ar.md#p16,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B070,Debate System,D,ديمو/محاكاة,R7,P2,R4;R5;R6-if-learned,Agent + Evaluation,مسارات ووكلاء ومحاكاة مقاسة,E24,packages/cells/celia/infinite/src/multiverse-engine.js;packages/cells/celia/infinite/src/swarm-pheromone.js;packages/cells/celia/dsl/src/consensus-dsl.js,ConsensusDSL يصف ويحاكي؛ يلزم نقاش مبني على أدلة,حد جولات وامتناع عند التعارض لا موافقة على صلاحية بالتصويت,NOT_CONNECTED,P16,nexa-execution-plan.ar.md#p16,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
